OrderID,OrderDate,CustomerID,ProductName,Category,Quantity,UnitPrice
11376,2024-07-09,CLI-0028,"Monitor UltraWide 34""",Monitores,5,533040
11377,2024-07-09,CLI-0170,Router Eero Pro 6,Redes,4,286830
11378,2024-07-09,CLI-0243,Adobe Creative Cloud,Software,1,88260
11379,2024-07-09,CLI-0232,All-in-One HP 24,Desktops,1,793110
11380,2024-07-10,CLI-0114,Notebook HP 15s,Laptops,1,576940
11381,2024-07-10,CLI-0150,Router Eero Pro 6,Redes,2,303550
11382,2024-07-10,CLI-0055,MacBook Air M2,Laptops,6,1242070
11383,2024-07-10,CLI-0253,Mini PC ASUS PN50,Desktops,4,498830
11384,2024-07-10,CLI-0210,PC Escritorio Dell OptiPlex,Desktops,1,684820
11385,2024-07-10,CLI-0101,"Monitor Curvo 32"" QHD",Monitores,1,448760
11386,2024-07-10,CLI-0202,"Monitor Portátil 15""",Monitores,2,190530
11387,2024-07-10,CLI-0098,Soporte Laptop Ergotron,Perifericos,1,70840
11388,2024-07-10,CLI-0213,MacBook Air M2,Laptops,6,1176700
11389,2024-07-10,CLI-0064,Soundbar LG,Audio,2,158940
11390,2024-07-11,CLI-0259,Mini PC ASUS PN50,Desktops,10,493160
11391,2024-07-11,CLI-0003,Pendrive Kingston 256GB,Almacenamiento,3,25090
11392,2024-07-11,CLI-0284,Parlante UE Boom 3,Audio,4,95390
11393,2024-07-11,CLI-0248,NAS Synology DS220+,Almacenamiento,4,493960
11394,2024-07-11,CLI-0091,Windows 11 Pro,Software,2,116150
11395,2024-07-11,CLI-0066,PC Escritorio Dell OptiPlex,Desktops,1,690820
11396,2024-07-11,CLI-0165,NAS Synology DS220+,Almacenamiento,5,513940
11397,2024-07-11,CLI-0215,Router TP-Link Archer,Redes,6,87210
11398,2024-07-11,CLI-0128,Teclado Mecánico Keychron K2,Perifericos,1,162080
11399,2024-07-11,CLI-0176,Webcam Logitech C925e,Perifericos,2,110190
11400,2024-07-12,CLI-0069,Mini PC ASUS PN50,Desktops,2,495200
11401,2024-07-12,CLI-0263,Hub USB-C Anker,Perifericos,5,54510
11402,2024-07-12,CLI-0281,Mousepad XL RGB,Perifericos,3,28610
11403,2024-07-12,CLI-0284,Licencia Office 365 Anual,Software,1,86880
11404,2024-07-12,CLI-0108,Repetidor WiFi Mesh,Redes,3,78970
11405,2024-07-12,CLI-0177,AutoCAD LT 2025,Software,1,595630
11406,2024-07-12,CLI-0092,NAS Synology DS220+,Almacenamiento,2,457430
11407,2024-07-12,CLI-0166,All-in-One HP 24,Desktops,4,794900
11408,2024-07-12,CLI-0288,SSD NVMe Kingston 500GB,Almacenamiento,2,58750
11409,2024-07-12,CLI-0214,AutoCAD LT 2025,Software,3,605990
11410,2024-07-15,CLI-0274,Webcam Logitech C925e,Perifericos,5,98080
11411,2024-07-15,CLI-0217,Notebook HP 15s,Laptops,2,568310
11412,2024-07-15,CLI-0013,AirPods Pro 2,Audio,1,277710
11413,2024-07-15,CLI-0029,"Monitor Curvo 32"" QHD",Monitores,1,495270
11414,2024-07-16,CLI-0083,Webcam Logitech C925e,Perifericos,3,105560
11415,2024-07-16,CLI-0075,Notebook Lenovo ThinkPad,Laptops,3,810240
11416,2024-07-16,CLI-0152,"Monitor Portátil 15""",Monitores,3,214890
11417,2024-07-16,CLI-0017,Dock Station HP,Perifericos,4,205060
11418,2024-07-16,CLI-0053,Repetidor WiFi Mesh,Redes,5,83740
11419,2024-07-16,CLI-0288,"Monitor UltraWide 34""",Monitores,3,598830
11420,2024-07-16,CLI-0288,AirPods Pro 2,Audio,1,240920
11421,2024-07-16,CLI-0148,Windows 11 Pro,Software,3,119160
11422,2024-07-16,CLI-0196,AirPods Pro 2,Audio,2,253950
11423,2024-07-16,CLI-0161,Router Eero Pro 6,Redes,1,286370
11424,2024-07-16,CLI-0129,"Monitor Curvo 32"" QHD",Monitores,3,459650
11425,2024-07-16,CLI-0227,"Monitor UltraWide 34""",Monitores,6,545210
11426,2024-07-16,CLI-0189,Access Point Ubiquiti U6,Redes,2,253070
11427,2024-07-16,CLI-0101,"Monitor Curvo 32"" QHD",Monitores,1,457940
11428,2024-07-16,CLI-0091,AutoCAD LT 2025,Software,1,655510
11429,2024-07-17,CLI-0089,NAS Synology DS220+,Almacenamiento,1,482680
11430,2024-07-17,CLI-0021,Parlante UE Boom 3,Audio,1,104070
11431,2024-07-17,CLI-0136,Mini PC ASUS PN50,Desktops,1,457070
11432,2024-07-17,CLI-0131,Notebook HP 15s,Laptops,1,574180
11433,2024-07-17,CLI-0080,MacBook Air M2,Laptops,1,1187880
11434,2024-07-17,CLI-0166,Router TP-Link Archer,Redes,1,99660
11435,2024-07-17,CLI-0155,Disco Externo Seagate 4TB,Almacenamiento,4,118450
11436,2024-07-17,CLI-0282,Dock Station HP,Perifericos,1,210330
11437,2024-07-18,CLI-0163,Pendrive Kingston 256GB,Almacenamiento,1,26000
11438,2024-07-18,CLI-0095,Pendrive Kingston 256GB,Almacenamiento,1,26650
11439,2024-07-18,CLI-0259,"Monitor LG 27"" 4K",Monitores,2,335040
11440,2024-07-18,CLI-0275,Headset Logitech G535,Audio,1,94140
11441,2024-07-18,CLI-0114,"Monitor Portátil 15""",Monitores,3,216400
11442,2024-07-18,CLI-0170,Auriculares Sony XM5,Audio,1,210910
11443,2024-07-18,CLI-0272,SSD NVMe Kingston 500GB,Almacenamiento,15,61910
11444,2024-07-18,CLI-0005,All-in-One HP 24,Desktops,3,792160
11445,2024-07-19,CLI-0229,Mouse Logitech MX Master 3,Perifericos,6,86820
11446,2024-07-19,CLI-0125,MacBook Air M2,Laptops,3,1334820
11447,2024-07-19,CLI-0165,AirPods Pro 2,Audio,6,255650
11448,2024-07-19,CLI-0059,AirPods Pro 2,Audio,1,272840
11449,2024-07-19,CLI-0145,Notebook Dell Inspiron,Laptops,6,636790
11450,2024-07-19,CLI-0192,NAS Synology DS220+,Almacenamiento,4,527800
11451,2024-07-19,CLI-0229,Disco Externo Seagate 4TB,Almacenamiento,1,105820
11452,2024-07-19,CLI-0099,Mousepad XL RGB,Perifericos,2,28980
11453,2024-07-19,CLI-0050,"Monitor LG 27"" 4K",Monitores,10,385270
11454,2024-07-22,CLI-0276,SSD Externo Samsung T7,Almacenamiento,1,85850
11455,2024-07-22,CLI-0034,"Monitor Portátil 15""",Monitores,3,211060
11456,2024-07-22,CLI-0110,AutoCAD LT 2025,Software,2,602070
11457,2024-07-22,CLI-0054,"Monitor Portátil 15""",Monitores,2,211110
11458,2024-07-22,CLI-0223,Antivirus ESET 3 PCs,Software,4,38510
11459,2024-07-22,CLI-0037,AutoCAD LT 2025,Software,1,662470
11460,2024-07-22,CLI-0236,Soporte Laptop Ergotron,Perifericos,1,74960
11461,2024-07-22,CLI-0038,Notebook Lenovo ThinkPad,Laptops,1,928200
11462,2024-07-22,CLI-0129,Router Eero Pro 6,Redes,1,291020
11463,2024-07-23,CLI-0117,Teclado Apple Magic,Perifericos,2,101110
11464,2024-07-23,CLI-0231,Licencia Office 365 Anual,Software,2,88200
11465,2024-07-23,CLI-0162,Notebook Dell Inspiron,Laptops,1,614260
11466,2024-07-23,CLI-0061,SSD Externo Samsung T7,Almacenamiento,1,94570
11467,2024-07-23,CLI-0033,Access Point Ubiquiti U6,Redes,1,252880
11468,2024-07-23,CLI-0038,Dock Station HP,Perifericos,6,190850
11469,2024-07-24,CLI-0055,Webcam Logitech C925e,Perifericos,4,104010
11470,2024-07-24,CLI-0155,Router TP-Link Archer,Redes,1,87150
11471,2024-07-24,CLI-0225,AirPods Pro 2,Audio,1,267850
11472,2024-07-24,CLI-0016,SSD NVMe Kingston 500GB,Almacenamiento,1,61870
11473,2024-07-24,CLI-0113,Mini PC ASUS PN50,Desktops,3,480060
11474,2024-07-24,CLI-0280,Webcam Logitech C925e,Perifericos,10,109080
11475,2024-07-24,CLI-0074,Hub USB-C Anker,Perifericos,3,57810
11476,2024-07-24,CLI-0192,Notebook HP 15s,Laptops,2,555710
11477,2024-07-24,CLI-0285,Workstation HP Z2,Desktops,1,1393530
11478,2024-07-24,CLI-0003,Switch Cisco 24p,Redes,2,271600
11479,2024-07-24,CLI-0276,Router Eero Pro 6,Redes,8,327240
11480,2024-07-24,CLI-0157,"Monitor Portátil 15""",Monitores,3,190710
11481,2024-07-24,CLI-0177,"Monitor Portátil 15""",Monitores,2,207840
11482,2024-07-25,CLI-0263,Workstation HP Z2,Desktops,1,1422120
11483,2024-07-25,CLI-0114,Repetidor WiFi Mesh,Redes,4,85870
11484,2024-07-25,CLI-0100,All-in-One HP 24,Desktops,1,784410
11485,2024-07-25,CLI-0291,Notebook Lenovo ThinkPad,Laptops,5,846400
11486,2024-07-25,CLI-0282,SSD Samsung 970 EVO 1TB,Almacenamiento,3,132920
11487,2024-07-25,CLI-0038,Webcam Logitech C925e,Perifericos,3,106420
11488,2024-07-25,CLI-0129,PC Escritorio Dell OptiPlex,Desktops,1,733740
11489,2024-07-25,CLI-0298,Disco Externo Seagate 4TB,Almacenamiento,8,109800
11490,2024-07-26,CLI-0183,Mini PC ASUS PN50,Desktops,3,480510
11491,2024-07-26,CLI-0121,PC Escritorio Dell OptiPlex,Desktops,1,772770
11492,2024-07-26,CLI-0036,"Monitor Curvo 32"" QHD",Monitores,1,482510
11493,2024-07-26,CLI-0231,Soporte Laptop Ergotron,Perifericos,2,71760
11494,2024-07-29,CLI-0157,Windows 11 Pro,Software,2,120670
11495,2024-07-29,CLI-0290,Switch Cisco 24p,Redes,1,248730
11496,2024-07-29,CLI-0162,Parlante UE Boom 3,Audio,1,97630
11497,2024-07-29,CLI-0161,Mouse Logitech MX Master 3,Perifericos,4,96610
11498,2024-07-29,CLI-0224,Teclado Mecánico Keychron K2,Perifericos,5,154400
11499,2024-07-29,CLI-0069,AutoCAD LT 2025,Software,3,659440
11500,2024-07-29,CLI-0246,SSD Samsung 970 EVO 1TB,Almacenamiento,2,114350
11501,2024-07-29,CLI-0157,Disco Externo Seagate 4TB,Almacenamiento,2,105440
11502,2024-07-29,CLI-0090,Antivirus ESET 3 PCs,Software,2,40550
11503,2024-07-29,CLI-0144,Mini PC ASUS PN50,Desktops,6,432360
11504,2024-07-30,CLI-0101,Teclado Apple Magic,Perifericos,3,101810
11505,2024-07-30,CLI-0040,Notebook ASUS VivoBook,Laptops,6,498790
11506,2024-07-30,CLI-0260,Licencia Office 365 Anual,Software,1,98150
11507,2024-07-30,CLI-0298,Access Point Ubiquiti U6,Redes,2,252120
11508,2024-07-30,CLI-0109,MacBook Air M2,Laptops,2,1249390
11509,2024-07-30,CLI-0279,SSD Externo Samsung T7,Almacenamiento,2,86300
11510,2024-07-30,CLI-0077,Auriculares Sony XM5,Audio,1,214640
11511,2024-07-30,CLI-0149,Mini PC ASUS PN50,Desktops,2,431540
11512,2024-07-30,CLI-0262,Chromebook Acer,Laptops,1,320260
11513,2024-07-31,CLI-0258,Notebook HP 15s,Laptops,3,507130
11514,2024-07-31,CLI-0085,NAS Synology DS220+,Almacenamiento,1,522360
11515,2024-07-31,CLI-0082,"Monitor Samsung 24"" FHD",Monitores,2,167660
11516,2024-07-31,CLI-0290,Adobe Creative Cloud,Software,5,83030
11517,2024-07-31,CLI-0075,SSD NVMe Kingston 500GB,Almacenamiento,8,61060
11518,2024-07-31,CLI-0021,"Monitor UltraWide 34""",Monitores,4,593280
11519,2024-08-01,CLI-0119,Notebook ASUS VivoBook,Laptops,1,524510
11520,2024-08-01,CLI-0120,MacBook Air M2,Laptops,3,1172460
11521,2024-08-01,CLI-0266,Auriculares Sony XM5,Audio,1,239740
11522,2024-08-01,CLI-0233,MacBook Air M2,Laptops,1,1152910
11523,2024-08-01,CLI-0166,PC Escritorio Dell OptiPlex,Desktops,3,721900
11524,2024-08-01,CLI-0267,Licencia Office 365 Anual,Software,4,98900
11525,2024-08-01,CLI-0135,Access Point Ubiquiti U6,Redes,2,265580
11526,2024-08-01,CLI-0090,AirPods Pro 2,Audio,3,266410
11527,2024-08-01,CLI-0188,Access Point Ubiquiti U6,Redes,3,248940
11528,2024-08-01,CLI-0040,Pendrive Kingston 256GB,Almacenamiento,1,25530
11529,2024-08-02,CLI-0115,Pendrive Kingston 256GB,Almacenamiento,2,25710
11530,2024-08-02,CLI-0177,Disco Externo Seagate 4TB,Almacenamiento,4,110690
11531,2024-08-02,CLI-0004,NAS Synology DS220+,Almacenamiento,5,481330
11532,2024-08-02,CLI-0226,"Monitor LG 27"" 4K",Monitores,1,347800
11533,2024-08-02,CLI-0264,Antivirus ESET 3 PCs,Software,1,40500
11534,2024-08-02,CLI-0077,"Monitor Samsung 24"" FHD",Monitores,1,166090
11535,2024-08-02,CLI-0061,Adobe Creative Cloud,Software,1,87720
11536,2024-08-02,CLI-0170,All-in-One HP 24,Desktops,2,841520
11537,2024-08-02,CLI-0246,SSD NVMe Kingston 500GB,Almacenamiento,1,58450
11538,2024-08-05,CLI-0083,Antivirus ESET 3 PCs,Software,4,38140
11539,2024-08-05,CLI-0012,Mouse Logitech MX Master 3,Perifericos,1,86390
11540,2024-08-05,CLI-0294,Access Point Ubiquiti U6,Redes,1,269600
11541,2024-08-05,CLI-0263,MacBook Air M2,Laptops,6,1338800
11542,2024-08-05,CLI-0076,Notebook Lenovo ThinkPad,Laptops,1,815680
11543,2024-08-05,CLI-0093,Pendrive Kingston 256GB,Almacenamiento,8,26890
11544,2024-08-05,CLI-0289,Licencia Office 365 Anual,Software,1,86760
11545,2024-08-06,CLI-0146,Chromebook Acer,Laptops,1,303500
11546,2024-08-06,CLI-0242,SSD NVMe Kingston 500GB,Almacenamiento,1,57230
11547,2024-08-06,CLI-0211,Router TP-Link Archer,Redes,1,94560
11548,2024-08-06,CLI-0299,"Monitor Samsung 24"" FHD",Monitores,3,189770
11549,2024-08-06,CLI-0262,Teclado Apple Magic,Perifericos,1,99480
11550,2024-08-06,CLI-0176,SSD Samsung 970 EVO 1TB,Almacenamiento,2,118020
11551,2024-08-06,CLI-0036,"Monitor UltraWide 34""",Monitores,1,534990
11552,2024-08-06,CLI-0068,PC Escritorio Dell OptiPlex,Desktops,1,730890
11553,2024-08-06,CLI-0268,NAS Synology DS220+,Almacenamiento,3,504460
11554,2024-08-06,CLI-0077,Router TP-Link Archer,Redes,1,97500
11555,2024-08-06,CLI-0244,Repetidor WiFi Mesh,Redes,2,86140
11556,2024-08-07,CLI-0273,NAS Synology DS220+,Almacenamiento,3,480690
11557,2024-08-07,CLI-0048,SSD NVMe Kingston 500GB,Almacenamiento,3,60400
11558,2024-08-07,CLI-0277,Notebook HP 15s,Laptops,6,586450
11559,2024-08-07,CLI-0221,Pendrive Kingston 256GB,Almacenamiento,2,26620
11560,2024-08-07,CLI-0023,Windows 11 Pro,Software,2,133620
11561,2024-08-07,CLI-0118,SSD NVMe Kingston 500GB,Almacenamiento,4,61260
11562,2024-08-07,CLI-0196,Dock Station HP,Perifericos,2,197820
11563,2024-08-08,CLI-0295,PC Escritorio Dell OptiPlex,Desktops,2,693970
11564,2024-08-08,CLI-0131,SSD NVMe Kingston 500GB,Almacenamiento,4,62360
11565,2024-08-08,CLI-0043,Webcam Logitech C925e,Perifericos,2,96330
11566,2024-08-08,CLI-0279,Micrófono Blue Yeti X,Audio,1,210210
11567,2024-08-08,CLI-0003,Notebook HP 15s,Laptops,2,515530
11568,2024-08-08,CLI-0061,Pendrive Kingston 256GB,Almacenamiento,1,24610
11569,2024-08-08,CLI-0106,Windows 11 Pro,Software,4,129460
11570,2024-08-08,CLI-0210,Auriculares Sony XM5,Audio,1,213010
11571,2024-08-08,CLI-0219,Antivirus ESET 3 PCs,Software,2,44040
11572,2024-08-08,CLI-0134,SSD Externo Samsung T7,Almacenamiento,2,96500
11573,2024-08-09,CLI-0188,Repetidor WiFi Mesh,Redes,1,87140
11574,2024-08-09,CLI-0204,"Monitor Portátil 15""",Monitores,2,214220
11575,2024-08-09,CLI-0286,SSD NVMe Kingston 500GB,Almacenamiento,1,62950
11576,2024-08-09,CLI-0287,Router Eero Pro 6,Redes,2,301670
11577,2024-08-09,CLI-0158,Switch Cisco 24p,Redes,1,266910
11578,2024-08-09,CLI-0204,Mini PC ASUS PN50,Desktops,5,499790
11579,2024-08-09,CLI-0061,"Monitor UltraWide 34""",Monitores,2,577210
11580,2024-08-09,CLI-0083,PC Escritorio Dell OptiPlex,Desktops,1,743540
11581,2024-08-09,CLI-0206,Soporte Laptop Ergotron,Perifericos,4,71710
11582,2024-08-09,CLI-0027,"Monitor LG 27"" 4K",Monitores,1,377080
11583,2024-08-09,CLI-0003,Chromebook Acer,Laptops,4,335210
11584,2024-08-12,CLI-0242,Router TP-Link Archer,Redes,2,93730
11585,2024-08-12,CLI-0033,Teclado Apple Magic,Perifericos,1,103180
11586,2024-08-12,CLI-0041,Router TP-Link Archer,Redes,1,94210
11587,2024-08-12,CLI-0197,Headset Logitech G535,Audio,2,86420
11588,2024-08-12,CLI-0267,Webcam Logitech C925e,Perifericos,3,101900
11589,2024-08-12,CLI-0030,"Monitor Samsung 24"" FHD",Monitores,3,178280
11590,2024-08-13,CLI-0225,Notebook HP 15s,Laptops,1,567870
11591,2024-08-13,CLI-0266,Webcam Logitech C925e,Perifericos,1,105830
11592,2024-08-13,CLI-0262,Pendrive Kingston 256GB,Almacenamiento,3,27070
11593,2024-08-13,CLI-0087,AutoCAD LT 2025,Software,1,633390
11594,2024-08-13,CLI-0123,Antivirus ESET 3 PCs,Software,1,41640
11595,2024-08-13,CLI-0081,Chromebook Acer,Laptops,15,315770
11596,2024-08-13,CLI-0205,Dock Station HP,Perifericos,3,184090
11597,2024-08-13,CLI-0208,Access Point Ubiquiti U6,Redes,1,249350
11598,2024-08-13,CLI-0008,Notebook ASUS VivoBook,Laptops,6,488570
11599,2024-08-13,CLI-0282,Webcam Logitech C925e,Perifericos,3,109670
11600,2024-08-13,CLI-0287,Access Point Ubiquiti U6,Redes,1,266150
11601,2024-08-14,CLI-0142,"Monitor UltraWide 34""",Monitores,2,543900
11602,2024-08-14,CLI-0100,SSD Samsung 970 EVO 1TB,Almacenamiento,6,128840
11603,2024-08-14,CLI-0295,Notebook HP 15s,Laptops,1,577280
11604,2024-08-14,CLI-0209,NAS Synology DS220+,Almacenamiento,1,504220
11605,2024-08-14,CLI-0038,NAS Synology DS220+,Almacenamiento,1,504050
11606,2024-08-15,CLI-0060,NAS Synology DS220+,Almacenamiento,8,525730
11607,2024-08-15,CLI-0276,Switch Cisco 24p,Redes,1,267980
11608,2024-08-15,CLI-0227,AirPods Pro 2,Audio,2,259560
11609,2024-08-15,CLI-0125,Soporte Laptop Ergotron,Perifericos,10,70910
11610,2024-08-15,CLI-0235,AutoCAD LT 2025,Software,2,576320
11611,2024-08-15,CLI-0015,SSD NVMe Kingston 500GB,Almacenamiento,1,58540
11612,2024-08-15,CLI-0035,AirPods Pro 2,Audio,3,246030
11613,2024-08-15,CLI-0113,AutoCAD LT 2025,Software,3,608410
11614,2024-08-16,CLI-0162,Micrófono Blue Yeti X,Audio,8,188300
11615,2024-08-16,CLI-0265,SSD Externo Samsung T7,Almacenamiento,1,87260
11616,2024-08-16,CLI-0135,Mouse Logitech MX Master 3,Perifericos,1,90730
11617,2024-08-16,CLI-0205,AutoCAD LT 2025,Software,3,652360
11618,2024-08-16,CLI-0176,Notebook ASUS VivoBook,Laptops,2,477360
11619,2024-08-16,CLI-0092,SSD NVMe Kingston 500GB,Almacenamiento,1,64800
11620,2024-08-16,CLI-0112,Switch Cisco 24p,Redes,1,271270
11621,2024-08-16,CLI-0098,Disco Externo Seagate 4TB,Almacenamiento,3,106750
11622,2024-08-16,CLI-0121,Mouse Logitech MX Master 3,Perifericos,5,94760
11623,2024-08-16,CLI-0106,"Monitor UltraWide 34""",Monitores,1,611050
11624,2024-08-16,CLI-0128,Repetidor WiFi Mesh,Redes,1,81490
11625,2024-08-16,CLI-0055,All-in-One HP 24,Desktops,6,768500
11626,2024-08-16,CLI-0253,Repetidor WiFi Mesh,Redes,1,88400
11627,2024-08-16,CLI-0278,MacBook Air M2,Laptops,5,1318230
11628,2024-08-16,CLI-0191,Repetidor WiFi Mesh,Redes,1,83080
11629,2024-08-16,CLI-0295,Teclado Mecánico Keychron K2,Perifericos,2,156540
11630,2024-08-19,CLI-0262,Teclado Mecánico Keychron K2,Perifericos,1,155200
11631,2024-08-19,CLI-0296,Mini PC ASUS PN50,Desktops,1,431000
11632,2024-08-19,CLI-0217,SSD NVMe Kingston 500GB,Almacenamiento,8,63910
11633,2024-08-19,CLI-0017,NAS Synology DS220+,Almacenamiento,1,532600
11634,2024-08-19,CLI-0090,SSD Samsung 970 EVO 1TB,Almacenamiento,10,130730
11635,2024-08-19,CLI-0266,SSD Samsung 970 EVO 1TB,Almacenamiento,1,119760
11636,2024-08-19,CLI-0005,Notebook HP 15s,Laptops,3,509340
11637,2024-08-20,CLI-0195,Access Point Ubiquiti U6,Redes,1,257190
11638,2024-08-20,CLI-0186,Repetidor WiFi Mesh,Redes,5,81730
11639,2024-08-20,CLI-0096,Router Eero Pro 6,Redes,1,291580
11640,2024-08-20,CLI-0138,SSD NVMe Kingston 500GB,Almacenamiento,8,58080
11641,2024-08-20,CLI-0176,Auriculares Sony XM5,Audio,1,217950
11642,2024-08-20,CLI-0218,"Monitor Portátil 15""",Monitores,2,218140
11643,2024-08-20,CLI-0191,Auriculares Sony XM5,Audio,5,214790
11644,2024-08-20,CLI-0144,Soundbar LG,Audio,1,148450
11645,2024-08-20,CLI-0068,Switch Cisco 24p,Redes,3,260750
11646,2024-08-20,CLI-0052,Teclado Mecánico Keychron K2,Perifericos,4,148160
11647,2024-08-21,CLI-0285,Parlante UE Boom 3,Audio,5,101310
11648,2024-08-21,CLI-0101,Workstation HP Z2,Desktops,4,1372650
11649,2024-08-21,CLI-0077,SSD NVMe Kingston 500GB,Almacenamiento,4,66180
11650,2024-08-21,CLI-0091,Micrófono Blue Yeti X,Audio,2,185660
11651,2024-08-21,CLI-0265,SSD Externo Samsung T7,Almacenamiento,3,99300
11652,2024-08-21,CLI-0250,Hub USB-C Anker,Perifericos,1,60580
11653,2024-08-22,CLI-0291,Notebook Lenovo ThinkPad,Laptops,1,896650
11654,2024-08-22,CLI-0084,Notebook Lenovo ThinkPad,Laptops,1,899330
11655,2024-08-22,CLI-0131,SSD NVMe Kingston 500GB,Almacenamiento,4,63980
11656,2024-08-22,CLI-0050,Soundbar LG,Audio,3,143230
11657,2024-08-22,CLI-0134,Auriculares Sony XM5,Audio,1,244380
11658,2024-08-22,CLI-0286,Teclado Apple Magic,Perifericos,1,104910
11659,2024-08-22,CLI-0211,All-in-One HP 24,Desktops,1,865280
11660,2024-08-22,CLI-0102,Switch Cisco 24p,Redes,2,253660
11661,2024-08-22,CLI-0276,"Monitor Samsung 24"" FHD",Monitores,10,162210
11662,2024-08-22,CLI-0146,Dock Station HP,Perifericos,1,196950
11663,2024-08-22,CLI-0262,Disco Externo Seagate 4TB,Almacenamiento,4,113970
11664,2024-08-22,CLI-0229,Chromebook Acer,Laptops,1,307360
11665,2024-08-22,CLI-0147,SSD Samsung 970 EVO 1TB,Almacenamiento,3,121000
11666,2024-08-23,CLI-0075,"Monitor LG 27"" 4K",Monitores,3,355010
11667,2024-08-23,CLI-0173,Micrófono Blue Yeti X,Audio,3,211420
11668,2024-08-23,CLI-0293,Headset Logitech G535,Audio,5,88270
11669,2024-08-23,CLI-0037,Chromebook Acer,Laptops,1,301530
11670,2024-08-23,CLI-0117,Mousepad XL RGB,Perifericos,1,30020
11671,2024-08-23,CLI-0150,Teclado Mecánico Keychron K2,Perifericos,2,156320
11672,2024-08-23,CLI-0203,Teclado Mecánico Keychron K2,Perifericos,5,155220
11673,2024-08-26,CLI-0186,Access Point Ubiquiti U6,Redes,2,239080
11674,2024-08-26,CLI-0231,Micrófono Blue Yeti X,Audio,1,189160
11675,2024-08-26,CLI-0012,Mini PC ASUS PN50,Desktops,3,463040
11676,2024-08-26,CLI-0129,Windows 11 Pro,Software,3,114870
11677,2024-08-26,CLI-0108,"Monitor LG 27"" 4K",Monitores,1,369060
11678,2024-08-26,CLI-0049,Notebook ASUS VivoBook,Laptops,8,500320
11679,2024-08-26,CLI-0243,Router Eero Pro 6,Redes,1,322750
11680,2024-08-26,CLI-0204,Pendrive Kingston 256GB,Almacenamiento,4,25930
11681,2024-08-27,CLI-0043,PC Escritorio Dell OptiPlex,Desktops,1,671310
11682,2024-08-27,CLI-0080,Chromebook Acer,Laptops,3,290620
11683,2024-08-27,CLI-0200,Hub USB-C Anker,Perifericos,1,58330
11684,2024-08-27,CLI-0146,Soundbar LG,Audio,3,167550
11685,2024-08-27,CLI-0068,Pendrive Kingston 256GB,Almacenamiento,4,23860
11686,2024-08-27,CLI-0015,MacBook Air M2,Laptops,3,1253430
11687,2024-08-27,CLI-0167,SSD NVMe Kingston 500GB,Almacenamiento,2,64580
11688,2024-08-27,CLI-0277,Teclado Mecánico Keychron K2,Perifericos,2,163360
11689,2024-08-27,CLI-0070,Windows 11 Pro,Software,2,125090
11690,2024-08-27,CLI-0234,Licencia Office 365 Anual,Software,3,94930
11691,2024-08-27,CLI-0289,Parlante UE Boom 3,Audio,2,106750
11692,2024-08-28,CLI-0274,Hub USB-C Anker,Perifericos,6,60800
11693,2024-08-28,CLI-0247,SSD Externo Samsung T7,Almacenamiento,1,86080
11694,2024-08-28,CLI-0046,Soundbar LG,Audio,1,163590
11695,2024-08-28,CLI-0212,Teclado Apple Magic,Perifericos,1,96480
11696,2024-08-28,CLI-0006,Notebook HP 15s,Laptops,2,521740
11697,2024-08-28,CLI-0070,Dock Station HP,Perifericos,1,181030
11698,2024-08-28,CLI-0274,Notebook HP 15s,Laptops,3,543740
11699,2024-08-28,CLI-0252,SSD NVMe Kingston 500GB,Almacenamiento,1,60440
11700,2024-08-28,CLI-0221,Webcam Logitech C925e,Perifericos,2,97960
11701,2024-08-28,CLI-0004,Router Eero Pro 6,Redes,1,308060
11702,2024-08-28,CLI-0211,Router Eero Pro 6,Redes,2,305640
11703,2024-08-28,CLI-0128,"Monitor LG 27"" 4K",Monitores,3,377750
11704,2024-08-28,CLI-0200,AirPods Pro 2,Audio,1,275010
11705,2024-08-28,CLI-0041,Parlante UE Boom 3,Audio,3,106020
11706,2024-08-29,CLI-0265,Repetidor WiFi Mesh,Redes,4,88260
11707,2024-08-29,CLI-0140,Webcam Logitech C925e,Perifericos,3,96680
11708,2024-08-29,CLI-0273,Teclado Mecánico Keychron K2,Perifericos,2,152930
11709,2024-08-29,CLI-0036,"Monitor Samsung 24"" FHD",Monitores,1,188400
11710,2024-08-29,CLI-0057,Licencia Office 365 Anual,Software,2,99860
11711,2024-08-29,CLI-0232,Teclado Mecánico Keychron K2,Perifericos,3,153030
11712,2024-08-30,CLI-0252,"Monitor Curvo 32"" QHD",Monitores,1,484630
11713,2024-08-30,CLI-0078,Notebook Lenovo ThinkPad,Laptops,10,813810
11714,2024-08-30,CLI-0012,"Monitor Samsung 24"" FHD",Monitores,10,165920
11715,2024-08-30,CLI-0145,Teclado Mecánico Keychron K2,Perifericos,1,158080
11716,2024-08-30,CLI-0225,Notebook HP 15s,Laptops,1,525070
11717,2024-08-30,CLI-0078,Notebook HP 15s,Laptops,2,563110
11718,2024-08-30,CLI-0176,Micrófono Blue Yeti X,Audio,1,191960
11719,2024-08-30,CLI-0256,Auriculares Sony XM5,Audio,2,241780
11720,2024-08-30,CLI-0017,Soporte Laptop Ergotron,Perifericos,1,76140
11721,2024-08-30,CLI-0075,Notebook Lenovo ThinkPad,Laptops,1,878730
11722,2024-08-30,CLI-0201,Notebook ASUS VivoBook,Laptops,2,507680
